"Item","Name","Namespace","Category","Current","Suggested","KnownCost","CostSource","Steps","IngredientCount","RecipeCount","Processes","Candidate","Flags"
"regions_unexplored:pink_bioshroom_stairs","Pink Bioshroom Stairs","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:pink_bioshroom_stem","Pink Bioshroom Stem","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:pink_bioshroom_trapdoor","Pink Bioshroom Trapdoor","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:pink_lupine","Pink Lupine","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:pink_magnolia_flowers","Pink Magnolia Flowers","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:pink_magnolia_leaves","Pink Magnolia Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:pink_magnolia_sapling","Pink Magnolia Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:pink_magnolia_shrub","Pink Magnolia Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:pink_painted_planks","Pink Painted Planks","regions_unexplored","blocked","0",,"26","recipe","1","2","1","recipe","False",""
"regions_unexplored:pink_painted_slab","Pink Painted Slab","regions_unexplored","blocked","0",,"13","recipe","2","1","1","recipe","False",""
"regions_unexplored:pink_painted_stairs","Pink Painted Stairs","regions_unexplored","blocked","0",,"39","recipe","2","1","1","recipe","False",""
"regions_unexplored:pink_snowbelle","Pink Snowbelle","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:pointed_redstone","Pointed Redstone","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:polished_chalk","Polished Chalk","regions_unexplored","manual","0",,"320","recipe","1","1","5","cutting,recipe","False",""
"regions_unexplored:polished_chalk_slab","Polished Chalk Slab","regions_unexplored","blocked","0",,"160","recipe","2","1","2","cutting,recipe","False",""
"regions_unexplored:polished_chalk_stairs","Polished Chalk Stairs","regions_unexplored","blocked","0",,"320","recipe","2","1","2","cutting,recipe","False",""
"regions_unexplored:poppy_bush","Poppy Bush","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:prismaglass","Prismaglass","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:prismarite_cluster","Prismarite Cluster","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:prismoss","Prismoss","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:prismoss_sprout","Prismoss Sprout","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:purple_coneflower","Purple Coneflower","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:purple_lupine","Purple Lupine","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:purple_painted_planks","Purple Painted Planks","regions_unexplored","blocked","0",,"25","recipe","1","2","1","recipe","False",""
"regions_unexplored:purple_painted_slab","Purple Painted Slab","regions_unexplored","blocked","0",,"13","recipe","2","1","1","recipe","False",""
"regions_unexplored:purple_painted_stairs","Purple Painted Stairs","regions_unexplored","blocked","0",,"38","recipe","2","1","1","recipe","False",""
"regions_unexplored:purple_snowbelle","Purple Snowbelle","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:raw_redstone_block","Raw Redstone Block","regions_unexplored","feast","0","6","4","recipe","2","1","1","recipe","True","missing candidate"
"regions_unexplored:red_lupine","Red Lupine","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:red_maple_leaf_litter","Red Maple Leaf Litter","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:red_maple_leaves","Red Maple Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:red_maple_sapling","Red Maple Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:red_maple_shrub","Red Maple Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:red_painted_planks","Red Painted Planks","regions_unexplored","blocked","0",,"25","recipe","1","2","1","recipe","False",""
"regions_unexplored:red_painted_slab","Red Painted Slab","regions_unexplored","blocked","0",,"13","recipe","2","1","1","recipe","False",""
"regions_unexplored:red_painted_stairs","Red Painted Stairs","regions_unexplored","blocked","0",,"38","recipe","2","1","1","recipe","False",""
"regions_unexplored:red_snowbelle","Red Snowbelle","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redstone_bud","Redstone Bud","regions_unexplored","manual","0",,"2","recipe","2","1","1","recipe","False",""
"regions_unexplored:redstone_bulb","Redstone Bulb","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:redwood_boat","Redwood Boat","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_branch","Redwood Branch","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redwood_button","Redwood Button","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_chest_boat","Redwood Boat with Chest","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redwood_door","Redwood Door","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_fence","Redwood Fence","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redwood_fence_gate","Redwood Fence Gate","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redwood_hanging_sign","Redwood Hanging Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redwood_leaves","Redwood Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:redwood_log","Redwood Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:redwood_planks","Redwood Planks","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_pressure_plate","Redwood Pressure Plate","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_sapling","Redwood Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_shrub","Redwood Shrub","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_sign","Redwood Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:redwood_slab","Redwood Slab","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_stairs","Redwood Stairs","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_trapdoor","Redwood Trapdoor","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:redwood_wood","Redwood Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:saguaro_cactus","Saguaro Cactus","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:saguaro_cactus_flower","Saguaro Cactus Flower","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:salmon_poppy_bush","Salmon Poppy Bush","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:salmonberry","salmonberry","regions_unexplored","fish","0","24","24","heuristic","0","0","0","","True","missing candidate"
"regions_unexplored:salmonberry_bush","Salmonberry","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:sandy_grass","Sandy Grass","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:sandy_tall_grass","Sandy Tall Grass","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silt_coarse_dirt","Silt Coarse Dirt","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:silt_dirt","Silt Dirt","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silt_dirt_path","Silt Dirt Path","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silt_farmland","Silt Farmland","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silt_grass_block","Silt Grass Block","regions_unexplored","feast","0","440","320","heuristic","0","0","0","","True","missing candidate"
"regions_unexplored:silt_mud","Silt Mud","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silt_podzol","Silt Podzol","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silver_birch_branch","Silver Birch Branch","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:silver_birch_leaf_litter","Silver Birch Leaf Litter","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:silver_birch_leaves","Silver Birch Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:silver_birch_log","Silver Birch Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:silver_birch_sapling","Silver Birch Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:silver_birch_shrub","Silver Birch Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:silver_birch_wood","Silver Birch Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:small_desert_shrub","Small Desert Shrub","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:small_oak_leaves","Small Oak Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:small_oak_log","Small Oak Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:small_oak_sapling","Small Oak Sapling","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:socotra_boat","Socotra Boat","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_branch","Socotra Branch","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:socotra_button","Socotra Button","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_chest_boat","Socotra Boat with Chest","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:socotra_door","Socotra Door","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_fence","Socotra Fence","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:socotra_fence_gate","Socotra Fence Gate","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:socotra_hanging_sign","Socotra Hanging Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:socotra_leaves","Socotra Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:socotra_log","Socotra Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:socotra_planks","Socotra Planks","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_pressure_plate","Socotra Pressure Plate","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_sapling","Socotra Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_shrub","Socotra Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_sign","Socotra Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:socotra_slab","Socotra Slab","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_stairs","Socotra Stairs","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_trapdoor","Socotra Trapdoor","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:socotra_wood","Socotra Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:spanish_moss","Spanish Moss","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:spanish_moss_plant","Spanish Moss","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:spruce_branch","Spruce Branch","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:spruce_shrub","Spruce Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:steppe_grass","Steppe Grass","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:steppe_shrub","Steppe Shrub","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:steppe_tall_grass","Steppe Tall Grass","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:stone_grass_block","Stone Grass Block","regions_unexplored","feast","0","440","320","heuristic","0","2","1","recipe","True","missing candidate"
"regions_unexplored:stripped_bamboo_log","Stripped Bamboo Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_baobab_log","Stripped Baobab Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_baobab_wood","Stripped Baobab Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_blackwood_log","Stripped Blackwood Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_blackwood_wood","Stripped Blackwood Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_blue_bioshroom_hyphae","Stripped Blue Bioshroom Hyphae","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_blue_bioshroom_stem","Stripped Blue Bioshroom Stem","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_brimwood_log","Stripped Brimwood Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_brimwood_wood","Stripped Brimwood Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_cobalt_log","Stripped Cobalt Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_cobalt_wood","Stripped Cobalt Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_cypress_log","Stripped Cypress Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_cypress_wood","Stripped Cypress Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_dead_log","Stripped Dead Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_dead_wood","Stripped Dead Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_eucalyptus_log","Stripped Eucalyptus Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_eucalyptus_wood","Stripped Eucalyptus Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_green_bioshroom_hyphae","Stripped Green Bioshroom Hyphae","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_green_bioshroom_stem","Stripped Green Bioshroom Stem","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_joshua_log","Stripped Joshua Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_joshua_wood","Stripped Joshua Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_kapok_log","Stripped Kapok Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_kapok_wood","Stripped Kapok Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_larch_log","Stripped Larch Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_larch_wood","Stripped Larch Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_magnolia_log","Stripped Magnolia Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_magnolia_wood","Stripped Magnolia Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_maple_log","Stripped Maple Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_maple_wood","Stripped Maple Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_mauve_log","Stripped Mauve Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_mauve_wood","Stripped Mauve Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_palm_log","Stripped Palm Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_palm_wood","Stripped Palm Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_pine_log","Stripped Pine Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_pine_wood","Stripped Pine Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_pink_bioshroom_hyphae","Stripped Pink Bioshroom Hyphae","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_pink_bioshroom_stem","Stripped Pink Bioshroom Stem","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_redwood_log","Stripped Redwood Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_redwood_wood","Stripped Redwood Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_small_oak_log","Stripped Small Oak Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_socotra_log","Stripped Socotra Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_socotra_wood","Stripped Socotra Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_willow_log","Stripped Willow Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:stripped_willow_wood","Stripped Willow Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_yellow_bioshroom_hyphae","Stripped Yellow Bioshroom Hyphae","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:stripped_yellow_bioshroom_stem","Stripped Yellow Bioshroom Stem","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:tall_blue_bioshroom","Tall Blue Bioshroom","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:tall_cobalt_earlight","Tall Cobalt Earlight","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:tall_green_bioshroom","Tall Green Bioshroom","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:tall_hyacinth_stock","Tall Hyacinth Stock","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:tall_pink_bioshroom","Tall Pink Bioshroom","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:tall_yellow_bioshroom","Tall Yellow Bioshroom","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:tassel","Tassel","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:tsubaki","Tsubaki","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:viridescent_nylium","Viridescent Nylium","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:volcanic_ash","Volcanic Ash","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:waratah","Waratah","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:white_magnolia_flowers","White Magnolia Flowers","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:white_magnolia_leaves","White Magnolia Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:white_magnolia_sapling","White Magnolia Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:white_magnolia_shrub","White Magnolia Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:white_painted_planks","White Painted Planks","regions_unexplored","blocked","0",,"26","recipe","1","2","1","recipe","False",""
"regions_unexplored:white_painted_slab","White Painted Slab","regions_unexplored","blocked","0",,"13","recipe","2","1","1","recipe","False",""
"regions_unexplored:white_painted_stairs","White Painted Stairs","regions_unexplored","blocked","0",,"39","recipe","2","1","1","recipe","False",""
"regions_unexplored:white_snowbelle","White Snowbelle","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:white_trillium","White Trillium","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:willow_boat","Willow Boat","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_branch","Willow Branch","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:willow_button","Willow Button","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_chest_boat","Willow Boat with Chest","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:willow_door","Willow Door","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_fence","Willow Fence","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:willow_fence_gate","Willow Fence Gate","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:willow_hanging_sign","Willow Hanging Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:willow_leaves","Willow Leaves","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:willow_log","Willow Log","regions_unexplored","blocked","0",,,"","0","0","0","","False",""
"regions_unexplored:willow_planks","Willow Planks","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_pressure_plate","Willow Pressure Plate","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_sapling","Willow Sapling","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_shrub","Willow Shrub","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_sign","Willow Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:willow_slab","Willow Slab","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_stairs","Willow Stairs","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_trapdoor","Willow Trapdoor","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:willow_wood","Willow Wood","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:wilting_trillium","Wilting Trillium","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:windswept_grass","Windswept Grass","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:yellow_bioshroom","Yellow Bioshroom","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_block","Yellow Bioshroom Block","regions_unexplored","feast","0","440","320","heuristic","0","1","1","recipe","True","missing candidate"
"regions_unexplored:yellow_bioshroom_button","Yellow Bioshroom Button","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_door","Yellow Bioshroom Door","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_fence","Yellow Bioshroom Fence","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_fence_gate","Yellow Bioshroom Fence Gate","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_hanging_sign","Yellow Bioshroom Hanging Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_hyphae","Yellow Bioshroom Hyphae","regions_unexplored","manual","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_planks","Yellow Bioshroom Planks","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_pressure_plate","Yellow Bioshroom Pressure Plate","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_sign","Yellow Bioshroom Sign","regions_unexplored","blocked","0",,,"","0","2","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_slab","Yellow Bioshroom Slab","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_stairs","Yellow Bioshroom Stairs","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_bioshroom_stem","Yellow Bioshroom Stem","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:yellow_bioshroom_trapdoor","Yellow Bioshroom Trapdoor","regions_unexplored","blocked","0",,,"","0","1","1","recipe","False",""
"regions_unexplored:yellow_lupine","Yellow Lupine","regions_unexplored","manual","0",,,"","0","0","0","","False",""
"regions_unexplored:yellow_painted_planks","Yellow Painted Planks","regions_unexplored","blocked","0",,"26","recipe","1","2","1","recipe","False",""
"regions_unexplored:yellow_painted_slab","Yellow Painted Slab","regions_unexplored","blocked","0",,"13","recipe","2","1","1","recipe","False",""
"regions_unexplored:yellow_painted_stairs","Yellow Painted Stairs","regions_unexplored","blocked","0",,"39","recipe","2","1","1","recipe","False",""
"regions_unexplored:yellow_snowbelle","Yellow Snowbelle","regions_unexplored","manual","0",,,"","0","2","1","recipe","False",""
"relics:chef_hat","Chef's Hat","relics","blocked","0",,,"","0","0","0","","False",""
"relics:chorus_staff","Chorus Staff","relics","blocked","0",,,"","0","0","0","","False",""
"relics:clot_of_time","Clot of Time","relics","blocked","0",,,"","0","0","0","","False",""
"relics:cooked_meatball","Cooked Meatball","relics","blocked","0",,,"","0","1","3","cooking","False",""
"relics:cut_glass_boot","Cut Glass Boot","relics","blocked","0",,,"","0","0","0","","False",""
"relics:experience_disperser","Experience Disperser","relics","blocked","0",,,"","0","0","0","","False",""
"relics:golden_tooth","Golden Tooth","relics","blocked","0",,,"","0","0","0","","False",""
"relics:hunting_belt","Hunting Belt","relics","blocked","0",,,"","0","0","0","","False",""
"relics:infinity_ham","infinity_ham","relics","blocked","0",,,"","0","0","0","","False",""
"relics:jellyfish_necklace","Jellyfish Necklace","relics","blocked","0",,,"","0","0","0","","False",""
"relics:kinetic_belt","Kinetic Belt","relics","blocked","0",,,"","0","0","0","","False",""
"relics:leafy_mantle","Leafy Mantle","relics","blocked","0",,,"","0","0","0","","False",""
"relics:midnight_mantle","Midnight Mantle","relics","blocked","0",,,"","0","0","0","","False",""
"relics:pet_bone","Pet Bone","relics","blocked","0",,,"","0","0","0","","False",""
"relics:phantom_block","Phantom Bridge Block","relics","blocked","0",,,"","0","0","0","","False",""
"relics:piglin_mask","Piglin Mask","relics","blocked","0",,,"","0","0","0","","False",""
"relics:raw_meatball","Raw Meatball","relics","blocked","0",,,"","0","0","0","","False",""
"relics:reflective_necklace","Reflective Necklace","relics","blocked","0",,,"","0","0","0","","False",""
"relics:relic_experience_bottle","Relic Experience Bottle","relics","blocked","0",,,"","0","0","0","","False",""
